source,reference,titre,offre,type_bien,quartier,ville,prix,piece,surface,url,date_annonce,annee,trimestre,periode
coinafrique_scraped,5780581,Terrain 1 lot - Akodessewa,,Terrain,Baguida,Lomé,58000000.0,,1.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-lot-akodessewa-5780581,,2026,2,2026-Q2
coinafrique_scraped,5780580,Terrain - Tsevié,,Terrain,Baguida,Lomé,3500000.0,,,https://tg.coinafrique.com/annonce/terrains/terrain-tsevie-5780580,,2026,2,2026-Q2
coinafrique_scraped,5778818,Vente maison 9 pièces - Avédji,vendre,Maison,Avédji,Lomé,18000000.0,9.0,,https://tg.coinafrique.com/annonce/villas/vente-maison-9-pieces-avedji-5778818,,2026,2,2026-Q2
coinafrique_scraped,5769970,Vente maison de location à Agoè koffi panou,vendre,Maison,Agoè,Lomé,22000000.0,,,https://tg.coinafrique.com/annonce/villas/vente-maison-de-location-a-agoe-koffi-panou-5769970,,2026,2,2026-Q2
coinafrique_scraped,5798997,Terrain 1lot  - Akodessewo,,Terrain,Baguida,Lomé,85000000.0,,1.0,https://tg.coinafrique.com/annonce/terrains/terrain-1lot-akodessewo-5798997,,2026,2,2026-Q2
coinafrique_scraped,5798999,Terrain  1lot - Tokoin forever,,Terrain,Tokoin,Lomé,81000000.0,,1.0,https://tg.coinafrique.com/annonce/terrains/terrain-1lot-tokoin-forever-5798999,,2026,2,2026-Q2
coinafrique_scraped,5777103,Location studio meublé  - Avedji,louer,Studio,Totsi,Lomé,200000.0,,,https://tg.coinafrique.com/annonce/appartements-meubles/location-studio-meuble-avedji-5777103,,2026,2,2026-Q2
coinafrique_scraped,5780575,Terrain 2 lots - agoè,,Terrain,Agoè,Lomé,50000000.0,,2.0,https://tg.coinafrique.com/annonce/terrains/terrain-2-lots-agoe-5780575,,2026,2,2026-Q2
coinafrique_scraped,5784699,Terrain 65lots - Bagbé,,Terrain,Baguida,Lomé,2000000.0,,65.0,https://tg.coinafrique.com/annonce/terrains/terrain-65lots-bagbe-5784699,,2026,2,2026-Q2
coinafrique_scraped,5784697,Vente maison 3 pièces - Tokoin,vendre,Maison,Tokoin,Lomé,80000000.0,3.0,,https://tg.coinafrique.com/annonce/villas/vente-maison-3-pieces-tokoin-5784697,,2026,2,2026-Q2
coinafrique_scraped,5777096,Location appartement - Adidogomé,louer,Appartement,Adidogomé,Lomé,55000.0,,,https://tg.coinafrique.com/annonce/appartements/location-appartement-adidogome-5777096,,2026,2,2026-Q2
coinafrique_scraped,5777092,Location appartements - Adidogomé,louer,Appartement,Adidogomé,Lomé,35000.0,,,https://tg.coinafrique.com/annonce/chambres/location-appartements-adidogome-5777092,,2026,2,2026-Q2
coinafrique_scraped,5782542,Terrain 3 lots - Baguida,,Terrain,Baguida,Lomé,170000000.0,,3.0,https://tg.coinafrique.com/annonce/terrains/terrain-3-lots-baguida-5782542,,2026,2,2026-Q2
coinafrique_scraped,5782539,Terrain 4 lots - Agodeké,,Terrain,Baguida,Lomé,25000000.0,,4.0,https://tg.coinafrique.com/annonce/terrains/terrain-4-lots-agodeke-5782539,,2026,2,2026-Q2
coinafrique_scraped,5780559,Location appartement 3 pièces - Agoè logopé tazo,louer,Appartement,Agoè,Lomé,70000.0,3.0,,https://tg.coinafrique.com/annonce/appartements/location-appartement-3-pieces-agoe-logope-tazo-5780559,,2026,2,2026-Q2
coinafrique_scraped,5782531,Vente  maison 3 pièces à Adidogomè hôtel nord sud,vendre,Maison,Adidogomé,Lomé,18000000.0,3.0,,https://tg.coinafrique.com/annonce/villas/vente-maison-3-pieces-a-adidogome-hotel-nord-sud-5782531,,2026,2,2026-Q2
coinafrique_scraped,5782526,Terrain 2 lots - Akato,,Terrain,Baguida,Lomé,23000000.0,,2.0,https://tg.coinafrique.com/annonce/terrains/terrain-2-lots-akato-5782526,,2026,2,2026-Q2
coinafrique_scraped,5780567,Terrain à Agoè Assiyiyé,,Terrain,Agoè,Lomé,13500000.0,,,https://tg.coinafrique.com/annonce/terrains/terrain-a-agoe-assiyiye-5780567,,2026,2,2026-Q2
coinafrique_scraped,5782533,Terrain 1/4 lot - Togo,,Terrain,Baguida,Lomé,8500000.0,,4.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-4-lot-togo-5782533,,2026,2,2026-Q2
coinafrique_scraped,5782536,Terrain 1 lot - Adidogomé,,Terrain,Adidogomé,Lomé,40000000.0,,1.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-lot-adidogome-5782536,,2026,2,2026-Q2
coinafrique_scraped,5782530,Vente villa 4 pièces - Ségbé,vendre,Villa,Baguida,Lomé,130000000.0,4.0,,https://tg.coinafrique.com/annonce/villas/vente-villa-4-pieces-segbe-5782530,,2026,2,2026-Q2
coinafrique_scraped,5782527,Terrain 4 lots - Baguida,,Terrain,Baguida,Lomé,60000000.0,,4.0,https://tg.coinafrique.com/annonce/terrains/terrain-4-lots-baguida-5782527,,2026,2,2026-Q2
coinafrique_scraped,5780560,Terrain 1/4 lot - Agoè Assiyiyé,,Terrain,Agoè,Lomé,11500000.0,,4.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-4-lot-agoe-assiyiye-5780560,,2026,2,2026-Q2
coinafrique_scraped,5778813,Location appartement 3 pièces - Adidogomè atilamonou,louer,Appartement,Baguida,Lomé,90000.0,3.0,,https://tg.coinafrique.com/annonce/appartements/location-appartement-3-pieces-adidogome-atilamonou-5778813,,2026,2,2026-Q2
coinafrique_scraped,5778802,Location appartement 3 pièces - Adidogomè cap amadahomè,louer,Appartement,Baguida,Lomé,130000.0,3.0,,https://tg.coinafrique.com/annonce/appartements/location-appartement-3-pieces-adidogome-cap-amadahome-5778802,,2026,2,2026-Q2
coinafrique_scraped,5780563,Terrain 4 lots - Agoè Assiyiyé,,Terrain,Agoè,Lomé,98000000.0,,4.0,https://tg.coinafrique.com/annonce/terrains/terrain-4-lots-agoe-assiyiye-5780563,,2026,2,2026-Q2
coinafrique_scraped,5780561,Terrain  122 lot - Agoè Demakpoé,,Terrain,Agoè,Lomé,12000000.0,,122.0,https://tg.coinafrique.com/annonce/terrains/terrain-122-lot-agoe-demakpoe-5780561,,2026,2,2026-Q2
coinafrique_scraped,5784694,Terrain 1/2 lot - Agbalépédo,,Terrain,Baguida,Lomé,25000000.0,,2.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-2-lot-agbalepedo-5784694,,2026,2,2026-Q2
coinafrique_scraped,5784690,Parcelle 4 lots - Baguida,,,Baguida,Lomé,50000000.0,,4.0,https://tg.coinafrique.com/annonce/terrains/parcelle-4-lots-baguida-5784690,,2026,2,2026-Q2
coinafrique_scraped,5796303,Terrain 1lot  - Zanguéra,,Terrain,Zanguéra,Lomé,18000000.0,,1.0,https://tg.coinafrique.com/annonce/terrains/terrain-1lot-zanguera-5796303,,2026,2,2026-Q2
coinafrique_scraped,5802712,Terrain  1/2 lot - Agoe assiyéyé,,Terrain,Agoè,Lomé,27000000.0,,2.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-2-lot-agoe-assiyeye-5802712,,2026,2,2026-Q2
coinafrique_scraped,5787597,Location appartement 3 pièces - Adidogome Logote,louer,Appartement,Baguida,Lomé,100000.0,3.0,,https://tg.coinafrique.com/annonce/appartements/location-appartement-3-pieces-adidogome-logote-5787597,,2026,2,2026-Q2
coinafrique_scraped,5782517,Terrain 1 lot - Adétikopé,,Terrain,Baguida,Lomé,18000000.0,,1.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-lot-adetikope-5782517,,2026,2,2026-Q2
coinafrique_scraped,5789208,Terrain 1/2 lot  à Agbalepedo,,Terrain,Baguida,Lomé,25000000.0,,2.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-2-lot-a-agbalepedo-5789208,,2026,2,2026-Q2
coinafrique_scraped,5782520,Terrain 150 m² - Kpala,,Terrain,Baguida,Lomé,6000000.0,,150.0,https://tg.coinafrique.com/annonce/terrains/terrain-150-m-kpala-5782520,,2026,2,2026-Q2
coinafrique_scraped,5780553,Terrain 1 lot - Nukafu,,Terrain,Baguida,Lomé,60000000.0,,1.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-lot-nukafu-5780553,,2026,2,2026-Q2
coinafrique_scraped,5766727,Terrain  1 lot à Dekon au bord du goudron,,Terrain,Baguida,Lomé,600000000.0,,1.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-lot-a-dekon-au-bord-du-goudron-5766727,,2026,2,2026-Q2
coinafrique_scraped,5780552,Terrain 2 lots - Agoè,,Terrain,Agoè,Lomé,50000000.0,,2.0,https://tg.coinafrique.com/annonce/terrains/terrain-2-lots-agoe-5780552,,2026,2,2026-Q2
coinafrique_scraped,5782525,Terrain 1 lot - Agoè,,Terrain,Agoè,Lomé,55000000.0,,1.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-lot-agoe-5782525,,2026,2,2026-Q2
coinafrique_scraped,5782523,Terrain 1/2 lot - Akepe,,Terrain,Baguida,Lomé,4200000.0,,2.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-2-lot-akepe-5782523,,2026,2,2026-Q2
coinafrique_scraped,5775524,Location villa meublée 03 pièces à cito aéroport,louer,Villa,Baguida,Lomé,500000.0,3.0,,https://tg.coinafrique.com/annonce/villas/location-villa-meublee-03-pieces-a-cito-aeroport-5775524,,2026,2,2026-Q2
coinafrique_scraped,5775529,Vente entrepôt à agoè fiovi,vendre,,Agoè,Lomé,85000000.0,,,https://tg.coinafrique.com/annonce/bureaux-et-commerces/vente-entrepot-a-agoe-fiovi-5775529,,2026,2,2026-Q2
coinafrique_scraped,5780551,Terrain 1 lot - Agoè,,Terrain,Agoè,Lomé,20000000.0,,1.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-lot-agoe-5780551,,2026,2,2026-Q2
coinafrique_scraped,5780549,Terrain 1 lot - Agoè,,Terrain,Agoè,Lomé,32000000.0,,1.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-lot-agoe-5780549,,2026,2,2026-Q2
coinafrique_scraped,5780548,Location appartement - kégué Oqueens,louer,Appartement,Kégué,Lomé,75000.0,,,https://tg.coinafrique.com/annonce/appartements/location-appartement-kegue-oqueens-5780548,,2026,2,2026-Q2
coinafrique_scraped,5753958,"Location à Vakpo NDE Chic appartement nouvelle construction dallé staffé lumineux avec chauffe eau, d'une Chambre salon wc douche cuisine interne avec armoire de rangement + balcon bien clean , dispon",louer,Appartement,Baguida,Lomé,65000.0,,,https://tg.coinafrique.com/annonce/appartements/location-a-vakpo-nde-chic-appartement-nouvelle-construction-dalle-staffe-lumineux-avec-chauffe-eau-dune-chambre-salon-wc-douche-cuisine-interne-avec-armoire-de-rangement-balcon-bien-clean-dispon-5753958,,2026,2,2026-Q2
coinafrique_scraped,5778796,Terrain  1/2 lot - Djagblé,,Terrain,Baguida,Lomé,6000000.0,,2.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-2-lot-djagble-5778796,,2026,2,2026-Q2
coinafrique_scraped,5769924,Location villa duplex 05 pièces Gnekonakpoé,louer,Villa,Nyékonakpoè,Lomé,800000.0,5.0,,https://tg.coinafrique.com/annonce/villas/location-villa-duplex-05-pieces-gnekonakpoe-5769924,,2026,2,2026-Q2
coinafrique_scraped,5780538,Terrain 1 lot - Agoè Assiyiyé,,Terrain,Agoè,Lomé,45000000.0,,1.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-lot-agoe-assiyiye-5780538,,2026,2,2026-Q2
coinafrique_scraped,5780555,Terrain 1/2 lot - Agoè,,Terrain,Agoè,Lomé,17000000.0,,2.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-2-lot-agoe-5780555,,2026,2,2026-Q2
coinafrique_scraped,5782515,Terrain 1 lot - Zanguéra,,Terrain,Zanguéra,Lomé,22000000.0,,1.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-lot-zanguera-5782515,,2026,2,2026-Q2
coinafrique_scraped,5780541,Terrain 1 lot - Totsi,,Terrain,Totsi,Lomé,45000000.0,,1.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-lot-totsi-5780541,,2026,2,2026-Q2
coinafrique_scraped,5778792,Terrain 1 lot à Agoè cacaveli,,Terrain,Agoè,Lomé,55000000.0,,1.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-lot-a-agoe-cacaveli-5778792,,2026,2,2026-Q2
coinafrique_scraped,5778794,Terrain 4 lots  à Baguida,,Terrain,Baguida,Lomé,60000000.0,,4.0,https://tg.coinafrique.com/annonce/terrains/terrain-4-lots-a-baguida-5778794,,2026,2,2026-Q2
coinafrique_scraped,5787576,Vente villa duplex 5 pièces -   Avenou,vendre,Villa,Avenou,Lomé,165000000.0,5.0,,https://tg.coinafrique.com/annonce/villas/vente-villa-duplex-5-pieces-avenou-5787576,,2026,2,2026-Q2
coinafrique_scraped,5780530,Terrain 1 lot - Agoè,,Terrain,Agoè,Lomé,55000000.0,,1.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-lot-agoe-5780530,,2026,2,2026-Q2
coinafrique_scraped,5769917,Location appartements 02 pièces Totsi,louer,Appartement,Totsi,Lomé,150000.0,2.0,,https://tg.coinafrique.com/annonce/appartements/location-appartements-02-pieces-totsi-5769917,,2026,2,2026-Q2
coinafrique_scraped,5775515,Location appartement de 02 pièces à wonyome au bord du goudron,louer,Appartement,Adidogomé,Lomé,80000.0,2.0,,https://tg.coinafrique.com/annonce/appartements/location-appartement-de-02-pieces-a-wonyome-au-bord-du-goudron-5775515,,2026,2,2026-Q2
coinafrique_scraped,5780535,Terrain 2 lots clôturé - feux voies complexe scolaires Kouvahey,,Terrain,Baguida,Lomé,60000000.0,,2.0,https://tg.coinafrique.com/annonce/terrains/terrain-2-lots-cloture-feux-voies-complexe-scolaires-kouvahey-5780535,,2026,2,2026-Q2
coinafrique_scraped,5780532,Terrain 1 lot - Assiyiyé,,Terrain,Baguida,Lomé,38000000.0,,1.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-lot-assiyiye-5780532,,2026,2,2026-Q2
coinafrique_scraped,5780531,Terrain 1/2 lot - Agoè demakpoè,,Terrain,Agoè,Lomé,14000000.0,,2.0,https://tg.coinafrique.com/annonce/terrains/terrain-1-2-lot-agoe-demakpoe-5780531,,2026,2,2026-Q2
