prefecture,zone_admin,Type d'offre,Type de bien,zone,prix,surface_m2,prix_m2_officiel,source,date_annonce,annee,trimestre,periode
CINKASSE,ZONE 2: PÉRIURBAINE,VENTE,TERRAIN,zone periurbaine,2000000,600,3333,valeursvenales,,2026,1,2026-01
CINKASSE,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,200000,10000,20,valeursvenales,,2025,4,2025-11
OTI,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,mango,2000000,600,3333,valeursvenales,,2025,4,2025-11
OTI,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,100000,10000,10,valeursvenales,,2026,1,2026-02
WAWA,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,badou,2000000,600,3333,valeursvenales,,2026,1,2026-02
WAWA,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,100000,10000,10,valeursvenales,,2025,4,2025-11
ANIE,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,anie,2000000,600,3333,valeursvenales,,2025,4,2025-12
ANIE,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,100000,10000,10,valeursvenales,,2025,4,2025-11
AVE,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,keve,2000000,600,3333,valeursvenales,,2025,4,2025-12
AVE,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,400000,10000,40,valeursvenales,,2025,4,2025-12
TCHAMBA,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,tchamba,2000000,600,3333,valeursvenales,,2025,4,2025-12
TCHAMBA,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,150000,10000,15,valeursvenales,,2026,1,2026-02
MOYEN MONO,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,afangnan,2000000,600,3333,valeursvenales,,2025,4,2025-11
MOYEN MONO,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,150000,10000,15,valeursvenales,,2025,4,2025-11
AMOU,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,amlame,2000000,600,3333,valeursvenales,,2026,1,2026-02
AMOU,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,150000,10000,15,valeursvenales,,2025,4,2025-11
BINAH,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,pagouda,2000000,600,3333,valeursvenales,,2026,1,2026-01
BINAH,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,100000,10000,10,valeursvenales,,2026,1,2026-02
ASSOLI,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,bafilo,2000000,600,3333,valeursvenales,,2026,1,2026-02
ASSOLI,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,200000,10000,20,valeursvenales,,2026,1,2026-01
DOUFELGOU,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,niamtougou,2000000,600,3333,valeursvenales,,2026,1,2026-02
DOUFELGOU,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,150000,10000,15,valeursvenales,,2026,1,2026-01
BLITTA,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,blitta,2000000,600,3333,valeursvenales,,2025,4,2025-12
BLITTA,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,175000,10000,18,valeursvenales,,2025,4,2025-11
YOTO,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,tabligbo,2000000,600,3333,valeursvenales,,2025,4,2025-12
YOTO,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,200000,10000,20,valeursvenales,,2025,4,2025-12
EST-MONO,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,elavagnon,2000000,600,3333,valeursvenales,,2025,4,2025-12
EST-MONO,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,100000,10000,10,valeursvenales,,2026,1,2026-02
TANDJOUARE,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,tandjoare,2000000,600,3333,valeursvenales,,2026,1,2026-02
TANDJOUARE,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,100000,10000,10,valeursvenales,,2025,4,2025-12
KPENDJAL,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,mandouri,2000000,600,3333,valeursvenales,,2025,4,2025-12
KPENDJAL,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,75000,10000,8,valeursvenales,,2026,1,2026-02
DANKPEN,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,guerin-kouka,2000000,600,3333,valeursvenales,,2025,4,2025-11
DANKPEN,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,100000,10000,10,valeursvenales,,2026,1,2026-01
KPELE,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,adeta,2000000,600,3333,valeursvenales,,2025,4,2025-12
KPELE,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,150000,10000,15,valeursvenales,,2025,4,2025-11
DANYI,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,danyi,2000000,600,3333,valeursvenales,,2026,1,2026-01
DANYI,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,100000,10000,10,valeursvenales,,2026,1,2026-01
MÔ,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,djarkpanga,2000000,600,3333,valeursvenales,,2026,1,2026-02
MÔ,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,100000,10000,10,valeursvenales,,2025,4,2025-11
AKEBOU,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,kougnohou,2000000,600,3333,valeursvenales,,2025,4,2025-11
AKEBOU,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,100000,10000,10,valeursvenales,,2025,4,2025-11
KERAN,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,kante,2000000,600,3333,valeursvenales,,2026,1,2026-02
KERAN,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,150000,10000,15,valeursvenales,,2026,1,2026-01
AGOU,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,gadzepe,2000000,600,3333,valeursvenales,,2025,4,2025-11
AGOU,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,200000,10000,20,valeursvenales,,2025,4,2025-12
MOYEN MONO,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,tohoun,2000000,600,3333,valeursvenales,,2025,4,2025-11
MOYEN MONO,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,100000,10000,10,valeursvenales,,2026,1,2026-02
KPENDJAL-OUEST,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,naki-est,2000000,600,3333,valeursvenales,,2025,4,2025-12
KPENDJAL-OUEST,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,75000,10000,8,valeursvenales,,2026,1,2026-02
OTI SUD,ZONE 1 ET 2: URBAINE ET PÉRIURBAINE,VENTE,TERRAIN,gando,2000000,600,3333,valeursvenales,,2025,4,2025-12
OTI SUD,ZONE 3: RURALE,VENTE,TERRAIN,terrains agricoles,100000,10000,10,valeursvenales,,2026,1,2026-02
